"time","round","airTemp","waterTemp"
2020-10-13,"1",20.9242424242424,21
2020-10-14,"1",20.8997395833333,21
2020-10-15,"1",20.9615885416667,21
2020-10-16,"1",21.2975260416667,21.21875
2020-10-17,"1",20.42578125,20.984375
2020-10-18,"1",19.548828125,20.46875
2020-10-19,"1",19.09765625,20.3125
2020-10-20,"1",19.1555989583333,20.1770833333333
2020-10-21,"1",18.5768229166667,19.8177083333333
2020-10-22,"1",18.73046875,19.6614583333333
2020-10-23,"1",17.697265625,19.0416666666667
2020-10-24,"1",17.9381510416667,18.828125
2020-10-25,"1",19.0794270833333,19.5104166666667
2020-10-26,"1",19.568359375,19.9427083333333
2020-10-27,"1",19.9361979166667,20.1145833333333
2020-10-28,"1",19.8665364583333,20.21875
2020-10-29,"1",19.64453125,20.3072916666667
2020-10-30,"1",19.75,20.3645833333333
2020-10-31,"1",18.75390625,19.7239583333333
2020-11-01,"1",18.6009114583333,19.5
2020-11-02,"1",18.9453125,19.59375
2020-11-03,"1",18.2473684210526,19.3125
2021-08-28,"2",21.9983660130719,22.2083333333333
2021-08-29,"2",23.0520833333333,22.4869791666667
2021-08-30,"2",23.4921875,22.7239583333333
2021-08-31,"2",23.1276041666667,22.5364583333333
2021-09-01,"2",23.7708333333333,22.8307291666667
2021-09-02,"2",23.7604166666667,22.90625
2021-09-03,"2",23.6614583333333,22.8802083333333
2021-09-04,"2",23.7552083333333,22.9088541666667
2021-09-05,"2",23.8645833333333,22.984375
2021-09-06,"2",23.6640625,22.9375
2021-09-07,"2",24.0911458333333,23.1614583333333
2021-09-08,"2",23.9036458333333,23.1510416666667
2021-09-09,"2",23.3932291666667,22.828125
2021-09-10,"2",23.84375,23.09375
2021-09-11,"2",24.1953125,23.1223958333333
2021-09-12,"2",25.2630208333333,23.7213541666667
2021-09-13,"2",25.0234375,23.6640625
2021-09-14,"2",24.3671875,23.4739583333333
2021-09-15,"2",24.2864583333333,23.2890625
2021-09-16,"2",24.375,23.4739583333333
2021-09-17,"2",23.8229166666667,23.1067708333333
2021-09-18,"2",24.2760416666667,23.390625
2021-09-19,"2",24.1964285714286,23.3181818181818
2022-04-13,"3",20.7672413793103,19.5862068965517
2022-04-14,"3",20.3984375,19.5
2022-04-15,"3",19.8125,19.2239583333333
2022-04-16,"3",18.3098958333333,18.6458333333333
2022-04-17,"3",17.6588541666667,18.2708333333333
2022-04-18,"3",17.7213541666667,18.25
2022-04-19,"3",16.0729166666667,17.7838541666667
2022-04-20,"3",17.2552083333333,17.9557291666667
2022-04-21,"3",18.875,18.6067708333333
2022-04-22,"3",19.9895833333333,19.2239583333333
2022-04-23,"3",21.1302083333333,19.9348958333333
2022-04-24,"3",21.59375,20.3828125
2022-04-25,"3",22.2473958333333,20.796875
2022-04-26,"3",22.3072916666667,20.9869791666667
2022-04-27,"3",23.2395833333333,21.3697916666667
2022-04-28,"3",23.4895833333333,21.5963541666667
2022-04-29,"3",22.8098958333333,21.5338541666667
2022-04-30,"3",21.7916666666667,21.2135416666667
2022-05-01,"3",18.1041666666667,19.6770833333333
2022-05-02,"3",15.0078125,17.8203125
2022-05-03,"3",16.4166666666667,18.3645833333333
2022-05-04,"3",17.8671875,18.890625
2022-05-05,"3",17.75,19
2022-06-02,"4",23.3965384615385,21.7884615384615
2022-06-03,"4",23.5286458333333,21.9192708333333
2022-06-04,"4",23.8958333333333,21.8463541666667
2022-06-05,"4",23.9947916666667,21.9479166666667
2022-06-06,"4",23.6588541666667,21.8723958333333
2022-06-07,"4",22.9817708333333,21.6796875
2022-06-08,"4",22.15625,21.2291666666667
2022-06-09,"4",22.3177083333333,21.0677083333333
2022-06-10,"4",22.3828125,21.0572916666667
2022-06-11,"4",22.546875,21.2734375
2022-06-12,"4",23.2734375,21.4921875
2022-06-13,"4",23.2890625,21.4322916666667
2022-06-14,"4",22.7369791666667,21.2838541666667
2022-06-15,"4",22.4427083333333,21.2734375
2022-06-16,"4",22.8098958333333,21.3619791666667
2022-06-17,"4",23.4088541666667,21.6640625
2022-06-18,"4",23.3854166666667,21.6927083333333
2022-06-19,"4",23.7395833333333,21.9244791666667
2022-06-20,"4",23.671875,21.7786458333333
2022-06-21,"4",23.6432291666667,21.7604166666667
2022-06-22,"4",23.5885416666667,21.8671875
2022-06-23,"4",23.5442708333333,21.8776041666667
2022-06-24,"4",22.8452380952381,21.75
2022-09-16,"5",24.225,22.6129032258065
2022-09-17,"5",24.2291666666667,22.5208333333333
2022-09-18,"5",25.15625,22.9114583333333
2022-09-19,"5",23.8489583333333,22.9375
2022-09-20,"5",23.6354166666667,22.734375
2022-09-21,"5",23.4114583333333,22.5703125
2022-09-22,"5",23.2734375,22.3359375
2022-09-23,"5",23.3984375,22.2265625
2022-09-24,"5",22.7786458333333,22.375
2022-09-25,"5",22.8515625,22.2734375
2022-09-26,"5",23.2395833333333,22.4479166666667
2022-09-27,"5",23.7369791666667,22.5520833333333
2022-09-28,"5",23.8229166666667,22.5885416666667
2022-09-29,"5",23.3854166666667,22.5755208333333
2022-09-30,"5",23.1223958333333,22.65625
2022-10-01,"5",23.3333333333333,22.5182291666667
2022-10-02,"5",23.9166666666667,22.765625
2022-10-03,"5",23.4817708333333,22.7083333333333
2022-10-04,"5",23.4609375,22.5833333333333
2022-10-05,"5",23.3255208333333,22.5989583333333
2022-10-06,"5",23.4114583333333,22.4895833333333
2022-10-07,"5",23.5755208333333,22.515625
2022-10-08,"5",22,22.25
